accession	seq_len	N_count	nearest_clade	dist_to_nearest_clade
EPI_ISL_542476	29623	2624	20B-2	0
EPI_ISL_438884	29623	295	19A-1	0
EPI_ISL_418296	29623	522	19A-4	0
EPI_ISL_471843	29623	0	20A-3	0
EPI_ISL_471844	29623	0	20A-3	0
EPI_ISL_479373	29623	860	20B-2	0
EPI_ISL_469704	29623	0	20B-2	0
EPI_ISL_456276	29623	0	19B-3	0
EPI_ISL_553610	29623	0	20B-2	0
EPI_ISL_489553	29623	295	20B-2	0
EPI_ISL_537167	29623	0	20A-3	0
EPI_ISL_546894	29623	218	20C-1	0
EPI_ISL_478847	29623	0	20B-2	1
EPI_ISL_544936	29623	0	20B-2	1
EPI_ISL_470067	29623	399	20B-2	0
EPI_ISL_454043	29623	0	20A-3	0
EPI_ISL_474112	29623	2	20B-2	0
EPI_ISL_548800	29623	0	20B-2	0
EPI_ISL_540750	29623	221	20A-3	0
EPI_ISL_432617	29623	1025	20B-1	0
EPI_ISL_489442	29623	295	19A-1	0
EPI_ISL_558021	29623	0	20A-3	1
EPI_ISL_526006	29623	47	20C-1	0
EPI_ISL_523545	29623	0	20A-3	0
EPI_ISL_523457	29623	0	20A-3	0
EPI_ISL_574421	29623	0	20A-3	0
EPI_ISL_424864	29623	0	19B-1	0
EPI_ISL_511740	29623	1280	20A-3	0
EPI_ISL_453158	29623	291	19A-4	0
EPI_ISL_426294	29623	0	20C-1	0
EPI_ISL_445306	29623	0	19B-2	0
EPI_ISL_455197	29623	660	20A-1	0
EPI_ISL_546335	29623	0	20C-1	0
EPI_ISL_548759	29623	5	20C-1	0
EPI_ISL_519212	29623	25	20B-2	0
EPI_ISL_472395	29623	4	20B-2	0
EPI_ISL_451790	29623	235	20C-1	0
EPI_ISL_536772	29623	4	20C-1	0
EPI_ISL_538789	29623	98	20B-2	0
EPI_ISL_472219	29623	1582	20B-1	0
EPI_ISL_508475	29623	0	20A-3	0
EPI_ISL_525771	29623	272	20C-1	0
EPI_ISL_416692	29623	178	19B-3	0
EPI_ISL_545814	29623	225	20C-1	0
EPI_ISL_550587	29623	1	20A-1	0
EPI_ISL_420681	29623	307	19A-1	0
EPI_ISL_487936	29623	1	20A-3	0
EPI_ISL_417781	29623	124	20B-2	0
EPI_ISL_538079	29623	1657	20A-3	0
EPI_ISL_421817	29623	88	20B-2	0
EPI_ISL_569010	29623	0	20A-3	0
EPI_ISL_473604	29623	288	20A-3	0
EPI_ISL_530354	29623	788	20B-2	0
EPI_ISL_440458	29623	1673	19A-4	0
EPI_ISL_469646	29623	303	20B-2	0
EPI_ISL_436595	29623	0	19A-1	0
EPI_ISL_426980	29623	0	19A-4	0
EPI_ISL_426989	29623	0	19A-4	0
EPI_ISL_423696	29623	960	19A-4	0
EPI_ISL_441582	29623	297	20A-3	0
EPI_ISL_420096	29623	833	20C-1	0
EPI_ISL_498654	29623	537	20A-1	0
EPI_ISL_476509	29623	0	20C-1	0
EPI_ISL_444497	29623	297	20A-3	0
EPI_ISL_450641	29623	297	20A-3	0
EPI_ISL_476554	29623	90	20C-1	0
EPI_ISL_509773	29623	0	20C-1	0
EPI_ISL_459201	29623	1879	20C-1	0
EPI_ISL_472452	29623	157	20B-2	0
EPI_ISL_466946	29623	173	20A-3	0
EPI_ISL_481916	29623	1210	20B-1	0
EPI_ISL_548892	29623	52	20B-2	1
EPI_ISL_566292	29623	0	20A-1	0
EPI_ISL_466427	29623	891	20B-2	0
EPI_ISL_512541	29623	87	20B-2	0
EPI_ISL_530378	29623	109	20A-1	0
EPI_ISL_548139	29623	3	20B-2	0
EPI_ISL_471940	29623	1548	20B-2	0
EPI_ISL_543897	29623	3	20B-2	0
EPI_ISL_546548	29623	507	20C-1	0
EPI_ISL_473059	29623	0	20B-2	0
EPI_ISL_530500	29623	656	20B-1	0
EPI_ISL_467995	29623	213	20A-3	0
EPI_ISL_541531	29623	3	20B-2	0
EPI_ISL_437335	29623	6	20A-3	1
EPI_ISL_480942	29623	276	20C-1	0
EPI_ISL_570673	29623	0	20B-2	0
EPI_ISL_472664	29623	265	20B-2	0
EPI_ISL_562316	29623	1850	20B-2	0
EPI_ISL_508094	29623	1716	20C-1	0
EPI_ISL_420818	29623	895	20C-1	0
EPI_ISL_475158	29623	0	20C-1	1
EPI_ISL_477889	29623	0	20A-3	0
EPI_ISL_477856	29623	0	20A-3	0
EPI_ISL_446352	29623	0	20B-2	0
EPI_ISL_547832	29623	453	20C-1	1
EPI_ISL_534698	29623	19	20C-1	0
EPI_ISL_423670	29623	195	20A-3	0
EPI_ISL_476163	29623	491	20B-2	0
EPI_ISL_509063	29623	1104	20A-3	0
EPI_ISL_484285	29623	1624	20C-1	0
EPI_ISL_464339	29623	91	19A-2	0
EPI_ISL_521369	29623	0	20B-2	0
EPI_ISL_424942	29623	0	20C-1	0
EPI_ISL_517574	29623	280	20B-2	0
EPI_ISL_525418	29623	2	20A-3	1
EPI_ISL_525411	29623	2	20A-3	1
EPI_ISL_460040	29623	1	20A-3	0
EPI_ISL_541631	29623	0	20A-3	0
EPI_ISL_469950	29623	0	19A-1	0
EPI_ISL_499353	29623	2189	20A-3	0
EPI_ISL_466848	29623	1023	20B-2	0
EPI_ISL_472676	29623	0	20B-2	0
EPI_ISL_473296	29623	0	20B-2	0
EPI_ISL_576313	29623	820	20C-1	0
EPI_ISL_521208	29623	0	20B-2	0
EPI_ISL_565398	29623	0	20B-2	0
EPI_ISL_564496	29623	0	20B-2	0
EPI_ISL_564903	29623	0	20B-2	0
EPI_ISL_521236	29623	0	20B-2	0
EPI_ISL_564449	29623	0	20B-2	0
EPI_ISL_565166	29623	0	20B-2	0
EPI_ISL_565231	29623	0	20B-2	0
EPI_ISL_521242	29623	0	20B-2	0
EPI_ISL_521229	29623	0	20B-2	0
EPI_ISL_521170	29623	0	20B-2	0
EPI_ISL_564107	29623	0	20B-2	0
EPI_ISL_521245	29623	0	20B-2	0
EPI_ISL_521207	29623	0	20B-2	0
EPI_ISL_564194	29623	0	20B-2	0
EPI_ISL_521255	29623	0	20B-2	0
EPI_ISL_452415	29623	342	19B-4	0
EPI_ISL_428798	29623	0	20A-1	0
EPI_ISL_570726	29623	3	20C-1	0
EPI_ISL_577387	29623	263	20B-2	1
EPI_ISL_438249	29623	1116	20A-3	0
EPI_ISL_543110	29623	218	20C-1	0
EPI_ISL_456327	29623	3	19A-1	0
EPI_ISL_569023	29623	72	20A-3	0
EPI_ISL_558285	29623	4	20B-2	0
EPI_ISL_444177	29623	1731	20A-3	0
EPI_ISL_465738	29623	656	20B-2	0
EPI_ISL_449893	29623	1343	19B-3	0
EPI_ISL_472213	29623	816	20B-1	0
EPI_ISL_439780	29623	0	20A-3	0
EPI_ISL_510889	29623	0	20B-2	0
EPI_ISL_510890	29623	0	20B-2	0
EPI_ISL_424853	29623	0	19A-4	0
EPI_ISL_445398	29623	46	20A-3	0
EPI_ISL_432660	29623	240	19A-4	1
EPI_ISL_480670	29623	832	20B-1	0
EPI_ISL_562289	29623	2002	20B-2	0
EPI_ISL_546748	29623	507	20A-3	0
EPI_ISL_488304	29623	0	19A-1	0
EPI_ISL_465670	29623	466	20C-1	0
EPI_ISL_507798	29623	1649	20C-1	0
EPI_ISL_486910	29623	0	20B-2	0
EPI_ISL_486911	29623	0	20B-2	0
EPI_ISL_413859	29623	1044	19B-2	0
EPI_ISL_433974	29623	276	20B-2	0
EPI_ISL_538847	29623	0	20B-1	0
EPI_ISL_569928	29623	1762	20B-2	0
EPI_ISL_514272	29623	0	20C-1	1
EPI_ISL_537768	29623	1635	20A-3	0
EPI_ISL_533170	29623	27	20A-2	2
EPI_ISL_441304	29623	247	20B-2	0
EPI_ISL_500079	29623	170	20B-1	0
EPI_ISL_428772	29623	0	20C-1	0
EPI_ISL_525141	29623	277	20A-3	0
EPI_ISL_471977	29623	218	20B-2	0
EPI_ISL_572615	29623	450	20A-3	1
EPI_ISL_563949	29623	29	20B-2	0
EPI_ISL_536668	29623	1	20C-1	0
EPI_ISL_456190	29623	0	19A-4	0
EPI_ISL_438978	29623	0	20B-2	0
EPI_ISL_475048	29623	28	20A-1	0
EPI_ISL_484987	29623	0	20C-1	0
EPI_ISL_473159	29623	1781	20B-2	0
EPI_ISL_469728	29623	1	19A-4	0
EPI_ISL_465163	29623	0	20B-2	0
EPI_ISL_498603	29623	0	19A-3	1
EPI_ISL_479386	29623	535	20B-2	0
EPI_ISL_488757	29623	1	19A-4	0
EPI_ISL_525832	29623	0	20A-3	0
EPI_ISL_468520	29623	1	20C-1	0
EPI_ISL_454420	29623	835	20A-1	0
EPI_ISL_487606	29623	0	20B-2	0
EPI_ISL_473271	29623	500	19A-1	0
EPI_ISL_507921	29623	10	20C-1	0
EPI_ISL_544603	29623	289	20A-3	0
EPI_ISL_481873	29623	0	20B-2	0
EPI_ISL_566915	29623	0	20A-3	0
EPI_ISL_446588	29623	562	20A-1	0
EPI_ISL_425748	29623	271	19A-4	0
EPI_ISL_563852	29623	0	20B-2	0
EPI_ISL_563957	29623	0	20B-2	0
EPI_ISL_563864	29623	0	20B-2	0
EPI_ISL_563877	29623	0	20B-2	0
EPI_ISL_563874	29623	0	20B-2	0
EPI_ISL_563956	29623	0	20B-2	0
EPI_ISL_563553	29623	0	20B-2	0
EPI_ISL_563948	29623	0	20B-2	0
EPI_ISL_421962	29623	140	19A-4	0
EPI_ISL_462434	29623	0	20B-2	0
EPI_ISL_440453	29623	1825	19A-4	0
EPI_ISL_553822	29623	21	20B-2	0
EPI_ISL_572002	29623	0	20C-1	0
EPI_ISL_551516	29623	285	20B-2	0
EPI_ISL_464118	29623	0	20A-3	0
EPI_ISL_531680	29623	0	20A-1	2
EPI_ISL_423227	29623	184	19A-4	0
EPI_ISL_553018	29623	116	20B-2	0
EPI_ISL_436688	29623	200	19B-1	1
EPI_ISL_462060	29623	4	20A-1	0
EPI_ISL_432468	29623	240	19A-4	0
EPI_ISL_488608	29623	1	20B-1	0
EPI_ISL_429880	29623	585	19A-1	0
EPI_ISL_520717	29623	0	20B-2	1
EPI_ISL_427165	29623	29	20C-1	0
EPI_ISL_488830	29623	0	20A-3	0
EPI_ISL_488020	29623	0	20A-3	0
EPI_ISL_488154	29623	0	20A-3	0
EPI_ISL_574352	29623	0	20C-1	0
EPI_ISL_513266	29623	25	20B-2	0
EPI_ISL_542244	29623	117	20B-2	0
EPI_ISL_516266	29623	1465	20C-1	0
EPI_ISL_490392	29623	2938	20B-2	0
EPI_ISL_467052	29623	0	20A-3	0
EPI_ISL_576972	29623	1908	20A-3	0
EPI_ISL_509374	29623	6	19A-3	0
EPI_ISL_468148	29623	0	20B-2	0
EPI_ISL_565956	29623	0	20A-1	0
EPI_ISL_499401	29623	0	20B-2	0
EPI_ISL_443632	29623	296	20A-3	0
EPI_ISL_527063	29623	0	20B-2	0
EPI_ISL_543167	29623	794	20B-2	0
EPI_ISL_433312	29623	719	19A-1	0
EPI_ISL_415144	29623	289	19A-4	0
EPI_ISL_422130	29623	71	20A-3	0
EPI_ISL_574406	29623	0	20C-1	0
EPI_ISL_420326	29623	0	20B-2	0
EPI_ISL_418984	29623	0	20B-2	0
EPI_ISL_470558	29623	868	20A-1	0
EPI_ISL_420106	29623	154	19A-1	0
EPI_ISL_564682	29623	0	20B-2	0
EPI_ISL_460127	29623	613	20C-1	0
EPI_ISL_565414	29623	32	20B-2	0
EPI_ISL_437118	29623	760	20C-1	0
EPI_ISL_551178	29623	0	20A-3	0
EPI_ISL_550764	29623	0	20A-3	0
EPI_ISL_426548	29623	0	20A-1	0
EPI_ISL_426546	29623	0	20A-1	0
EPI_ISL_570351	29623	3	20A-1	0
EPI_ISL_466623	29623	1	20B-2	0
EPI_ISL_541071	29623	1633	20A-3	0
EPI_ISL_500773	29623	64	20B-2	0
EPI_ISL_498648	29623	1014	20A-3	0
EPI_ISL_431946	29623	571	20A-3	0
EPI_ISL_446063	29623	470	20B-2	0
EPI_ISL_447731	29623	0	20A-3	1
EPI_ISL_558457	29623	0	20B-2	0
EPI_ISL_467063	29623	242	19B-4	0
EPI_ISL_513852	29623	6	20C-1	0
EPI_ISL_460123	29623	0	20A-3	0
EPI_ISL_447509	29623	412	20A-3	0
EPI_ISL_437615	29623	0	19B-2	0
EPI_ISL_569537	29623	0	20A-2	0
EPI_ISL_577029	29623	280	20A-1	0
EPI_ISL_425636	29623	574	19B-4	0
EPI_ISL_564918	29623	233	20B-2	0
EPI_ISL_573770	29623	255	20A-3	0
EPI_ISL_542112	29623	117	20A-3	0
EPI_ISL_473267	29623	480	20A-3	0
EPI_ISL_467218	29623	7	20A-3	0
EPI_ISL_451474	29623	0	20C-1	0
EPI_ISL_459019	29623	297	20B-1	0
EPI_ISL_438850	29623	128	20A-3	0
EPI_ISL_507718	29623	2	20C-1	0
EPI_ISL_476331	29623	493	20A-3	0
EPI_ISL_481044	29623	186	19B-2	0
EPI_ISL_537062	29623	1	20B-2	0
EPI_ISL_471454	29623	0	19A-4	0
EPI_ISL_575998	29623	560	20B-2	0
EPI_ISL_566668	29623	0	20A-3	0
EPI_ISL_566777	29623	0	20A-3	0
EPI_ISL_566574	29623	0	20A-3	0
EPI_ISL_516239	29623	989	20C-1	0
EPI_ISL_525003	29623	835	20A-3	0
EPI_ISL_528565	29623	448	20B-2	0
EPI_ISL_546237	29623	291	20B-2	0
EPI_ISL_524629	29623	220	20A-3	0
EPI_ISL_489222	29623	0	20B-2	0
EPI_ISL_489327	29623	0	20B-2	0
EPI_ISL_495129	29623	267	20C-1	0
EPI_ISL_473873	29623	4	20A-3	0
EPI_ISL_419477	29623	1038	19A-1	0
EPI_ISL_475932	29623	0	20C-1	0
EPI_ISL_552712	29623	0	20B-2	0
EPI_ISL_544533	29623	0	20B-2	0
EPI_ISL_430929	29623	0	20C-1	0
EPI_ISL_427255	29623	0	20C-1	0
EPI_ISL_434240	29623	0	20C-1	0
EPI_ISL_449900	29623	0	20C-1	0
EPI_ISL_449901	29623	0	20C-1	0
EPI_ISL_424316	29623	0	20C-1	0
EPI_ISL_486048	29623	0	20C-1	0
EPI_ISL_449860	29623	0	20C-1	0
EPI_ISL_477015	29623	0	20C-1	0
EPI_ISL_486068	29623	0	20C-1	0
EPI_ISL_449886	29623	0	20C-1	0
EPI_ISL_427254	29623	0	20C-1	0
EPI_ISL_434065	29623	0	20C-1	0
EPI_ISL_427256	29623	0	20C-1	0
EPI_ISL_570089	29623	0	20C-1	0
EPI_ISL_422977	29623	0	20C-1	0
EPI_ISL_437851	29623	0	20C-1	0
EPI_ISL_437850	29623	0	20C-1	0
EPI_ISL_437840	29623	0	20C-1	0
EPI_ISL_475111	29623	0	20B-2	0
EPI_ISL_523028	29623	0	20A-3	0
EPI_ISL_448053	29623	245	20B-2	0
EPI_ISL_532745	29623	1	20B-2	0
EPI_ISL_573944	29623	0	20A-3	0
EPI_ISL_532500	29623	1	20B-2	0
EPI_ISL_493969	29623	5	20A-3	0
EPI_ISL_493973	29623	5	20A-3	0
EPI_ISL_504199	29623	892	20B-1	0
EPI_ISL_547320	29623	219	20C-1	0
EPI_ISL_440312	29623	309	20B-2	0
EPI_ISL_456122	29623	698	20C-1	0
EPI_ISL_495925	29623	560	20B-2	0
EPI_ISL_444786	29623	0	19A-4	0
EPI_ISL_450560	29623	267	20A-1	0
EPI_ISL_575411	29623	0	20B-1	0
EPI_ISL_575459	29623	0	20B-1	0
EPI_ISL_575546	29623	0	20B-1	0
EPI_ISL_535631	29623	0	20A-2	0
EPI_ISL_553555	29623	2	20A-3	1
EPI_ISL_420839	29623	398	20A-2	0
EPI_ISL_471772	29623	4	20C-1	0
EPI_ISL_552504	29623	286	20A-3	0
EPI_ISL_544214	29623	507	20C-1	0
EPI_ISL_430103	29623	0	20B-2	0
EPI_ISL_535680	29623	0	20A-3	0
EPI_ISL_467943	29623	0	20C-1	0
EPI_ISL_571133	29623	265	20C-1	0
EPI_ISL_537253	29623	0	20B-2	0
EPI_ISL_458334	29623	295	20B-2	0
EPI_ISL_521958	29623	731	20B-2	0
EPI_ISL_544875	29623	0	20A-3	0
EPI_ISL_547040	29623	0	20A-3	0
EPI_ISL_543367	29623	0	20A-3	0
EPI_ISL_547004	29623	0	20A-3	0
EPI_ISL_482662	29623	644	19A-3	0
EPI_ISL_529485	29623	814	20B-2	0
EPI_ISL_460896	29623	2335	20A-2	0
EPI_ISL_526486	29623	2	20C-1	1
EPI_ISL_515384	29623	0	20C-1	0
EPI_ISL_478569	29623	2	19A-4	0
EPI_ISL_478544	29623	2	19A-4	0
EPI_ISL_499805	29623	2	19A-4	0
EPI_ISL_490449	29623	2	19A-4	0
EPI_ISL_507165	29623	2	19A-4	0
EPI_ISL_461070	29623	0	20A-3	0
EPI_ISL_425176	29623	0	20A-3	0
EPI_ISL_427427	29623	0	20A-3	0
EPI_ISL_420091	29623	833	19B-3	0
EPI_ISL_541313	29623	707	20C-1	0
EPI_ISL_577061	29623	2	20A-3	0
EPI_ISL_522942	29623	247	19B-2	1
EPI_ISL_458139	29623	0	20B-2	0
EPI_ISL_451830	29623	217	20A-3	0
EPI_ISL_566747	29623	1516	20A-3	0
EPI_ISL_485138	29623	141	20C-1	0
EPI_ISL_472248	29623	297	20A-3	0
EPI_ISL_561454	29623	1257	20B-2	0
EPI_ISL_446543	29623	280	20A-3	0
EPI_ISL_528657	29623	0	20C-1	0
EPI_ISL_528658	29623	0	20C-1	0
EPI_ISL_528659	29623	0	20C-1	0
EPI_ISL_519601	29623	0	20B-2	0
EPI_ISL_519062	29623	0	20B-2	0
EPI_ISL_520541	29623	0	20B-2	0
EPI_ISL_450315	29623	0	20A-3	0
EPI_ISL_448021	29623	3	20B-2	0
EPI_ISL_561540	29623	1031	20B-2	0
EPI_ISL_423475	29623	371	20B-2	1
EPI_ISL_545753	29623	218	20A-3	0
EPI_ISL_425456	29623	298	20A-3	1
EPI_ISL_567250	29623	2	20A-3	1
EPI_ISL_466935	29623	59	20A-3	0
EPI_ISL_552779	29623	94	20B-1	1
EPI_ISL_524089	29623	280	20A-3	0
EPI_ISL_459031	29623	1607	20A-3	0
EPI_ISL_500339	29623	1371	20A-3	0
EPI_ISL_488030	29623	1	20A-3	0
EPI_ISL_566261	29623	0	20A-3	0
EPI_ISL_453634	29623	242	20B-1	0
EPI_ISL_462443	29623	0	20B-2	0
EPI_ISL_438020	29623	1	20B-2	0
EPI_ISL_438085	29623	1	20B-2	0
EPI_ISL_509308	29623	0	20B-2	0
EPI_ISL_500017	29623	169	20B-2	1
EPI_ISL_423389	29623	68	19A-1	0
EPI_ISL_536490	29623	45	20A-3	0
EPI_ISL_507642	29623	1514	20C-1	0
EPI_ISL_462727	29623	1273	20C-1	0
EPI_ISL_420665	29623	432	19A-1	0
EPI_ISL_557935	29623	2	20B-2	0
EPI_ISL_476237	29623	1849	20B-2	0
EPI_ISL_432987	29623	251	19A-4	0
EPI_ISL_435617	29623	1701	19A-1	0
EPI_ISL_447030	29623	0	20A-3	0
EPI_ISL_446188	29623	274	20A-3	0
EPI_ISL_475901	29623	1	20C-1	0
EPI_ISL_456128	29623	1039	19A-4	0
EPI_ISL_426886	29623	0	20B-2	0
EPI_ISL_421988	29623	413	20A-3	0
EPI_ISL_514851	29623	0	20B-2	0
EPI_ISL_522453	29623	0	20B-2	0
EPI_ISL_420078	29623	80	19B-2	0
EPI_ISL_510650	29623	0	20C-1	0
EPI_ISL_516996	29623	2	20B-2	0
EPI_ISL_516995	29623	2	20B-2	0
EPI_ISL_471160	29623	328	20B-2	0
EPI_ISL_556168	29623	2	20B-1	0
EPI_ISL_430820	29623	60	20A-2	0
EPI_ISL_507725	29623	1446	20C-1	0
EPI_ISL_437663	29623	1	20B-1	0
EPI_ISL_532850	29623	2087	20B-2	0
EPI_ISL_442339	29623	295	20B-2	0
EPI_ISL_420623	29623	0	20A-3	0
EPI_ISL_436846	29623	249	20A-3	0
EPI_ISL_572450	29623	1141	19A-1	0
EPI_ISL_520307	29623	471	20B-2	0
EPI_ISL_569774	29623	0	20B-2	0
EPI_ISL_573427	29623	1	20A-3	0
EPI_ISL_558836	29623	2278	20B-1	0
EPI_ISL_499788	29623	5	20A-3	0
EPI_ISL_537309	29623	185	20A-3	0
EPI_ISL_557192	29623	750	20B-2	0
EPI_ISL_547841	29623	234	20C-1	1
EPI_ISL_571768	29623	254	20C-1	0
EPI_ISL_549334	29623	2	20A-3	0
EPI_ISL_452793	29623	254	19A-3	0
EPI_ISL_425398	29623	218	19A-4	0
EPI_ISL_572957	29623	0	20A-3	0
EPI_ISL_423213	29623	864	19A-4	0
EPI_ISL_528628	29623	2067	20B-2	0
EPI_ISL_451650	29623	154	20B-1	0
EPI_ISL_553426	29623	1	20B-2	0
EPI_ISL_422111	29623	0	20A-3	1
EPI_ISL_514296	29623	214	20C-1	1
EPI_ISL_523027	29623	0	19A-1	0
EPI_ISL_570354	29623	2	20C-1	0
EPI_ISL_432372	29623	197	20B-2	0
EPI_ISL_524489	29623	8	20C-1	0
EPI_ISL_458440	29623	125	20B-2	0
EPI_ISL_543471	29623	0	20A-3	0
EPI_ISL_463496	29623	0	19B-3	0
EPI_ISL_476279	29623	2607	20B-2	0
EPI_ISL_528363	29623	0	20A-3	0
EPI_ISL_456676	29623	269	20A-3	0
EPI_ISL_568756	29623	1439	20A-3	0
EPI_ISL_465392	29623	2706	20B-2	0
EPI_ISL_491690	29623	483	20A-3	0
EPI_ISL_441487	29623	752	19A-1	0
EPI_ISL_423409	29623	1	20B-2	0
EPI_ISL_441481	29623	299	20B-2	0
EPI_ISL_465526	29623	10	20A-3	0
EPI_ISL_474910	29623	0	20A-3	0
EPI_ISL_546710	29623	0	20A-3	0
EPI_ISL_508403	29623	0	20A-3	0
EPI_ISL_469721	29623	2	19A-4	0
EPI_ISL_439932	29623	296	19A-4	0
EPI_ISL_420948	29623	1575	20A-3	0
EPI_ISL_441083	29623	248	19A-4	0
EPI_ISL_465525	29623	0	20B-2	0
EPI_ISL_470618	29623	321	20B-2	0
EPI_ISL_453237	29623	1312	20A-3	0
EPI_ISL_563748	29623	226	20B-2	0
EPI_ISL_419905	29623	36	20A-3	0
EPI_ISL_532615	29623	1	20B-2	0
EPI_ISL_542413	29623	117	20A-3	0
EPI_ISL_478092	29623	1251	20A-3	0
EPI_ISL_537591	29623	120	20A-3	0
EPI_ISL_568312	29623	0	20B-1	0
EPI_ISL_508337	29623	0	20B-2	0
EPI_ISL_565242	29623	2	20B-2	0
EPI_ISL_437784	29623	0	20C-1	0
EPI_ISL_509641	29623	1	20A-3	0
EPI_ISL_513734	29623	0	20B-2	0
EPI_ISL_524976	29623	104	20C-1	0
EPI_ISL_499527	29623	458	19A-1	0
EPI_ISL_450847	29623	1170	20C-1	0
EPI_ISL_485100	29623	1862	20C-1	0
EPI_ISL_541306	29623	542	20C-1	0
EPI_ISL_494316	29623	1216	19A-4	0
EPI_ISL_429780	29623	149	19A-1	0
EPI_ISL_557811	29623	1143	20B-2	0
EPI_ISL_500994	29623	0	20B-2	0
EPI_ISL_438564	29623	2	20B-2	0
EPI_ISL_543545	29623	1	20C-1	0
EPI_ISL_543762	29623	1	20C-1	0
EPI_ISL_516912	29623	513	20C-1	0
EPI_ISL_557415	29623	483	20B-2	0
EPI_ISL_531148	29623	556	20B-2	0
EPI_ISL_472918	29623	706	20B-2	0
EPI_ISL_464492	29623	116	20A-3	0
EPI_ISL_570878	29623	1	20B-2	0
EPI_ISL_439719	29623	0	20B-2	0
EPI_ISL_478043	29623	1056	20A-3	0
EPI_ISL_453005	29623	5	20B-2	0
EPI_ISL_526732	29623	0	20C-1	0
EPI_ISL_523561	29623	2942	20B-2	0
EPI_ISL_470267	29623	295	20A-3	0
EPI_ISL_442534	29623	295	20A-3	0
EPI_ISL_493942	29623	218	20A-3	0
EPI_ISL_548136	29623	300	20B-2	0
EPI_ISL_460783	29623	902	19A-4	0
EPI_ISL_529849	29623	186	20B-2	0
EPI_ISL_418720	29623	183	20A-3	0
EPI_ISL_444072	29623	2250	19B-3	0
EPI_ISL_513478	29623	0	20A-3	0
EPI_ISL_560385	29623	1097	20C-1	0
EPI_ISL_518679	29623	0	20B-2	0
EPI_ISL_519334	29623	0	20B-2	0
EPI_ISL_545094	29623	33	20C-1	0
EPI_ISL_448427	29623	533	20B-1	0
EPI_ISL_421325	29623	0	19B-2	0
EPI_ISL_417514	29623	0	19B-2	0
EPI_ISL_421331	29623	0	19B-2	0
EPI_ISL_578445	29623	0	19B-2	0
EPI_ISL_421328	29623	0	19B-2	0
EPI_ISL_421329	29623	0	19B-2	0
EPI_ISL_578455	29623	0	19B-2	0
EPI_ISL_444606	29623	0	19B-2	0
EPI_ISL_578380	29623	0	19B-2	0
EPI_ISL_515096	29623	1	19B-2	0
EPI_ISL_417978	29623	0	20A-3	0
EPI_ISL_468090	29623	1526	20A-3	0
EPI_ISL_500878	29623	4	20B-2	0
EPI_ISL_472451	29623	766	20A-3	0
EPI_ISL_445934	29623	1330	19A-1	0
EPI_ISL_519394	29623	105	20B-2	0
EPI_ISL_450199	29623	1	20A-3	1
EPI_ISL_441021	29623	0	20B-2	0
EPI_ISL_425273	29623	219	20A-2	0
EPI_ISL_491995	29623	0	20B-2	0
EPI_ISL_492010	29623	0	20B-2	0
EPI_ISL_473196	29623	479	20B-2	0
EPI_ISL_442989	29623	295	20A-3	0
EPI_ISL_450316	29623	0	20A-1	0
EPI_ISL_561752	29623	670	20B-2	0
EPI_ISL_541145	29623	1203	19B-1	0
EPI_ISL_434322	29623	0	20C-1	0
EPI_ISL_526296	29623	4	20B-2	0
EPI_ISL_526298	29623	4	20B-2	0
EPI_ISL_529623	29623	3	20A-1	0
EPI_ISL_416680	29623	0	19B-3	0
EPI_ISL_474254	29623	238	20B-2	0
EPI_ISL_417239	29623	161	19A-1	0
EPI_ISL_448037	29623	3	20B-2	0
EPI_ISL_432923	29623	2163	20B-1	0
EPI_ISL_510440	29623	168	20A-3	0
EPI_ISL_426123	29623	0	20C-1	0
EPI_ISL_545491	29623	0	20C-1	0
EPI_ISL_545373	29623	0	20C-1	0
EPI_ISL_543790	29623	0	20C-1	0
EPI_ISL_543943	29623	0	20C-1	0
EPI_ISL_545356	29623	0	20C-1	0
EPI_ISL_546541	29623	0	20C-1	0
EPI_ISL_517298	29623	480	20B-1	0
EPI_ISL_474531	29623	564	20B-1	0
EPI_ISL_433749	29623	219	20B-2	0
EPI_ISL_420263	29623	0	19A-4	0
EPI_ISL_420277	29623	0	19A-4	0
EPI_ISL_420232	29623	0	19A-4	0
EPI_ISL_421865	29623	0	19A-4	0
EPI_ISL_442001	29623	0	19A-4	0
EPI_ISL_578562	29623	218	20C-1	0
EPI_ISL_554796	29623	391	20B-2	0
EPI_ISL_442231	29623	296	20B-2	0
EPI_ISL_556984	29623	1379	20B-2	0
EPI_ISL_561987	29623	432	20B-2	0
EPI_ISL_572449	29623	1214	20A-3	0
EPI_ISL_547544	29623	0	20A-2	0
EPI_ISL_547479	29623	0	20A-2	0
EPI_ISL_554534	29623	116	20B-2	0
EPI_ISL_556752	29623	115	20A-3	1
EPI_ISL_550806	29623	0	20B-1	1
EPI_ISL_567106	29623	0	20B-1	1
EPI_ISL_521616	29623	5	20B-2	0
EPI_ISL_521125	29623	5	20B-2	0
EPI_ISL_520373	29623	5	20B-2	0
EPI_ISL_520377	29623	5	20B-2	0
EPI_ISL_467798	29623	0	20C-1	0
EPI_ISL_525979	29623	0	20C-1	0
EPI_ISL_539296	29623	2286	19B-2	0
EPI_ISL_454260	29623	0	20A-3	0
EPI_ISL_490839	29623	0	20B-2	1
EPI_ISL_553992	29623	0	20B-2	1
EPI_ISL_559270	29623	0	20B-2	1
EPI_ISL_554972	29623	0	20B-2	1
